Label,Label Description,Item Number,Primary Barcode,Artist,Composer,Composer / Title,Format,# Discs,CA List Price,CA Suggested Retail Price,Release Date,Blurb
PRNO        ,PERFECT NOISE - CHALLENGE,PN 1701,7.1928E+11,MORITZ ERNST,"HAYDN, JOSEPH",V1: COMPLETE PIANO SONATAS,COMPACT DISC,1,$14.03 ,$21.99 ,2017-Jul-14,"Joseph Haydn, one of the most influential composers in classical music is famous for his symphonies and his chamber music. His piano sonatas are in our daily concert life only some little pieces to start the evening with. That's why there are only very few complete recordings of all the sonatas in their original form. We think it is about time to correct that, to produce a new complete recording of these wonderful pieces that were a massive inspiration for Mozart, Beethoven and many others."
PTG         ,PRESTIGE - CONCORD,PRS00092,8.88072E+11,Sonny Rollins,_,Saxophone Colossus,VINYL,1,$20.27 ,$31.99 ,2017-Jul-14,"One of the pivotal recordings in bringing about the widespread acceptance of Sonny Rollins as a major figure, Saxophone Colossus inspired critics to write scholarly analyses and fans to revel in the hard-swinging invention, humor, and tender-strength balladry. Featuring 180-gram vinyl pressed at Quality Record Pressings (QRP) from lacquers cut by Kevin Gray at Cohearent Audio from the original master tapes and housed in a single-pocket old-school style tip-on jacket with hi-gloss cover, this faithfully reproduced edition celebrates the genius of what AllMusic.com hails as “one of the classic jazz albums of all time.” Saxophone Colossus was selected for preservation in the National Recording Registry by the Library of Congress as being ""culturally, historically, or artistically significant.""Track Listing:A1. St. Thomas???????A2. You Don't Know What Love IsA3. Strode RodeB1. MoritatB2. Blue 7Single LP housed in a single-sleeve jacket with hi-gloss cover faithfully reproduced from the original"
PRF         ,PROFIL,PH16071,8.81488E+11,"Lobel, Hans; Händel, Erich; Baumer, Margarete; Kolniak, Angela; Lemnitz, Tiana; Fleischer, Editha; Réthy, Ester; Hoengen, Elizabeth; Busch, Fritz; Kempe, Rudolf; Chor der Staatsoperette Dresden; Osten, Eva Helga Bertha von der; Sautter, Franz; Böhm, Karl; Buchner, Paula; Nast, Minnie; Richter, Ursula; Rother, Arthur; Walter-Sachs, Emilie; Kipnis, Alexander; Siems, Margarethe; Cebotari, Maria; Böhme, Kurt; Staatskapelle Dresden; Hoerner, Germain; Liebing, Werner; Berliner Rundfunkorchester","Hofmannsthal, Hugo von; Strauss, Richard","Strauss: Der Rosenkavalier (Semperoper Edition, Vol. 9)",COMPACT DISC,4,$38.99 ,$59.99 ,2017-Jul-21,"The combination of Der Rosenkavalier and Dresden has always been very special. The work was premiered at the Semperoper in 1911- and was an immediate sensation. The dress rehearsal alone received more comprehensive press coverage than the Kaiser’s birthday on the same day, with reporters racing to wire the wonderful success to their papers. The Deutsche Reichsbahn scheduled special trains to bring ardent musiclovers from other places to the city on the Elbe. There was perhaps a feeling that it would be the last European operatic event before the First World War broke out… Not least the work itself contributed to the nostalgic fin-de-siecle atmosphere. Strauss and his librettist Hugo von Hofmannsthal had written a “comedy for music” in which the Rococo era of Maria Theresia’s Vienna was revived- not for historical reasons, but as a reflection on their own apocalyptic mood. Everything seems so genuine in this piece and yet it is all an illusion. From the solemn presentation of the rose (a Hofmannsthal invention) to the Viennese waltz mania, it is a musical anachronism- which makes its timelessness all too clear. The work was premiered in January 1911, not in Vienna, but in opera-loving Dresden, where Strauss’s “personal conductor” general music director Ernst von Schuch conducted the Dresden Hofkapelle (today’s Staatskapelle), which Strauss deemed to be “the best opera orchestra in the world.” The Staatskapelle musicians still play their idol’s work from the original orchestral parts of the premiere."
PRF         ,PROFIL,PH17005,8.81488E+11,"Dorliak, Nina; Richter, Sviatoslav; Britten, Benjamin","Goethe, Johann Wolfgang von; Liszt, Franz; Müller, Wilhelm; Rellstab, Ludwig; Rückert, Friedrich; Schubert, Franz; Seidl, Johann Gabriel",Richter Plays Schubert,COMPACT DISC,10,$54.59 ,$83.99 ,2017-Jul-21,"The present Edition of Richter’s Schubert interpretations from 1948 to 1964 even has some album premieres to offer, taken from hitherto unreleased live recordings. One such is the two-movement version of the Piano Sonata no. 6 in E minor D566. The Moscow live recording from 1958 also shows that Richter is one of the very few pianists of note to have played both versions, the other being in three movements. That also applies to the shortened (Urtext) and full (ed. Brahms) versions of Impromptu no. 1 D946 and the largely unknown original version of the third Impromptu of D899 (in G major) and the popular version in G flat. Then there is the never officially published recording of the unfinished Sonata no. 15 D840, nicknamed “Reliquie” in the mistaken belief that it was Schubert’s last sonata. Schubert was a true lieder composer, and his piano works too have a song-like character. This Edition accordingly includes Sviatoslav Richter “accompanying” at the piano. The six Schubert songs recorded in 1953 and sung- in Russian- by his lifelong companion the soprano Nina Dorliac are a genuine rarity. The same album (no. 9 of this Edition) features another fine example of Richter the great solo artist as a team player, joining composer Benjamin Britten (1913-1976) in the Eight Variations in A flat D813 for piano duet."
PRF         ,PROFIL,PH17011,8.81488E+11,"Lipatti, Dinu; Derenne, Paul; Southwest German Radio Symphony Orchestra; Polignac, Marie-Blanche de; Ackermann, Otto; Conrad, Doda; L'Orchestre de la Suisse Romande; Ansermet, Ernest; Kedroff, Irene; Enescu, George; Berlin Philharmonic Chamber Ensemble; Lucerne Festival Orchestra; Galliera, Alceo; Karajan, Herbert von; Beinum, Eduard van; Orchester der Tonhalle Zürich; Benda, Hans von; Janigro, Antonio; Philharmonia Orchestra; Boulanger, Nadia; Royal Concertgebouw Orchestra; Sacher, Paul","Anonymous; Bach, Johann Sebastian; Bartók, Béla; Bazelaire, Paul; Brahms, Johannes; Busoni, Ferruccio; Casals, Pablo; Chopin, Frédéric; Daumer, Georg Friedrich; Enescu, George; Fauré, Gabriel; Grieg, Edvard; Hess, Myra; Kempff, Wilhelm; Lipatti, Dinu; Liszt, Franz; Mozart, Wolfgang Amadeus; Ravel, Maurice; Rimsky-Korsakov, Nikolai; Scarlatti, Domenico; Schubert, Franz; Schumann, Robert",100th Anniversary Edition: Dinu Lipatti,COMPACT DISC,12,$54.59 ,$83.99 ,2017-Jul-21,"Dinu Lipatti is one of those almost mythical figures of the piano cosmos. His star shone briefly, but with incredible intensity- and its lingering aura threatened at times to obscure the view of playing. Conductor Herbert von Karajan (1908-1989) was repeatedly quoted: “It was no longer piano playing, it was music, released from all earthly weight, music in its purest form, in a harmony that can be imparted only by one who was no longer of this world.” Karajan is Lipatti’s partner in the 1948 recording of Robert Schumann’s A minor Concerto, widely hailed as the “everlasting” benchmark recording, which is correspondingly included in this release. The year 2017 marks the centenary of Lipatti’s birth, and at the same time the 67th anniversary of his death- and the fascination of Lipatti is appreciated more than ever. One should however keep the necessary distance in approaching his achievement, modest in size but of immeasurable wealth, in order to prepare oneself for closeness to its creator."
PROV        ,PROVIDENT MUSIC - SONY,2707281152,27072811525,GOLD CITY,VARIOUS,TREASURES OF GOLD,COMPACT DISC,1,$0.00 ,$0.00 ,2017-Jul-14,
PROV        ,PROVIDENT MUSIC - SONY,8441809742,84418097425,MAHER  CASTING CROWNS  VERTICAL CHURCH BAND  THIRD DAY  SMITH  TENTH AVENUE NORTH  CHAMPMAN,VARIOUS,LORD I NEED YOU (SONGS OF WORS,COMPACT DISC,1,$0.00 ,$0.00 ,2017-Jul-14,
PROV        ,PROVIDENT MUSIC - SONY,8441809752,84418097524,THIRD DAY  CASTING CROWNS  MAHER  TENTH AVENUE NORTH  HEATH  BUILDING 429,VARIOUS,SOUL ON FIRE (SONGS OF FAITH),COMPACT DISC,1,$0.00 ,$0.00 ,2017-Jul-14,
QRT         ,QUARTZ MUSIC,QTZ2123,8.8004E+11,"Tong, Joseph","Sibelius, Jean","Sibelius: Piano Works, Vol. 2",COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-07,"As with the first album which Tong recorded, the choice of repertoire has evolved not only from his exploration of the composer's sizeable body of piano works but also from a desire to select an attractive and varied combination of pieces representing all the main periods of Sibelius's creative life from the early 1890's through to th emid-1920's. At the same time, he wanted to continue the natural process of combining large-scale works with shorter pieces (or sets of pieces) in a way which migh tmirror a concert programme. Therefore he has chosen one of Sibelius's most important large-scale piano works, the Sonata in F major, Op. 12, as well as one of his best-loved orchestral transcriptions, Valse triste. He always admired the three strikingly original Sonatinas, Op. 67 and likewise the evocative Characteristic Impressions, Op. 103. The captivating Bagatelles, Op. 97 and by comparison, teh more serene Lyric Pieces, Op. 74 complete the selection for this album, confirming that Sibelius was also a masterful miniaturist."
RAV         ,RAVELLO,RR7969,6.3616E+11,"Strange, Patricia; Ruppenthal, Stephen; Kirchoff, Keith; Belet, Brian; Mercer, Janis","Anonymous; Belet, Brian; Mann, Chris",Brian Belet: Sufficient Trouble,COMPACT DISC,1,$11.69 ,$17.99 ,2017-Jul-14,"With Sufficient Trouble, his debut release on Ravello Records, composer and performer Brian Belet offers a selection of compute rmusic composed over the last twenty years. Featuring acoustic instruments and responsive electronic materials the album offers a degree of variety in timbre and musical content that is sometimes lacking in electronic music. In Lyra, the album's opening track, Belet establishes an aural world in which the organic material and electronic content merge seamlessly, clearly defining the musical language to come as the album progresses. A sense of musical humor and clear intent runs throughout Belet's work, and one quickly concludes that the composer, while wonderfully fluent and virtuosic in his chosen medium, is not at all above poking fun at tradition. Name Droppings, assembled from fragments of spoken text, is crafted solely using quotations from program notes and biographies the composer encountered while attending concerts. The resulting piece, with narrative thrusts provided by unexpected textual content, succeeds as both a strong composition and humorous commentary on the concertgoing experience. While Belet proves adept throughout this release at crafting strongly evocative electronic materials, his writing for acoustic instruments also shines through in the works tha tdraw from mixed disciplines. In various pieces, strings, brass, and the piano all interact with electronic materials, often leading to shimmering textual content. By often utlizing responsive electronics and real time controls, as in Radiance and Still Harmless [Bass]ically, Belet allows for the ''performance'' element to remain a crucial, and often defining aspect, of these selections. Still Harmless [Bass]ically presents the electric bass in an electronic environment for which it is aptly sutied. Harmonics and wide-ranging bass flourishes weave in and out of responsive electronic surroundings, creating an atmospheric palette that is at once intriguing and impressively emotive."
